reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	log.effect.size	percent.change.effect.size	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
19	2	primary	medium	United Kingdom	Scotland	unenclosed	upland	moorland, bog, upland grassland	2002	2011	semi-experimental	snipe	Y	none	none	none	none	none	none	reduced	none	none	none	none	removed	applied	applied	winter management		abundance	breeding density (birds/km^2)	NA	NA			NA	NA		N	none	field/plot/site	large	frequentist	multivariate	GAM				none	applied	none	none	none	10	abundance	0	0	0
20	1	primary	poor	United Kingdom	England	arable	farmland	arable	2007	2007	correlative	lapwing	N	applied	none	applied	none	none	none	none	none	removed	none	none	none	none	none	fallow/set-aside		occupancy	percentage occurrence	22.5	29	occurrence/occupancy probability	percentage to proportion	0.23	0.29	0.29	N	positive	field/plot/site	large	frequentist	univariate	chi square	0.248896047	0.29	Y	reduced	none	none	none	higher	1	occupancy	0	0	0
21	1	primary	medium	United Kingdom	England	arable	farmland	arable	2005	2008	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/km^2)	NA	NA			NA	NA		N	none	field/plot/site	large	frequentist	multivariate	GLM				none	none	none	none	basic	4	abundance	0	0	0
21	2	primary	medium	United Kingdom	England	pastoral	farmland	arable	2005	2008	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/km^2)	NA	NA			NA	NA		Y	negative	field/plot/site	large	frequentist	multivariate	GLM				none	none	none	none	basic	4	abundance	0	1	-1
21	3	primary	medium	United Kingdom	England	mixed arable/pastoral	farmland	arable	2005	2008	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density (birds/km^2)	NA	NA			NA	NA		N	negative	field/plot/site	large	frequentist	multivariate	GLM				none	none	none	none	basic	4	abundance	0	0	0
22	1	primary	medium	United Kingdom	England and Scotland	unenclosed	upland	moorland, upland grassland	1999	2010	correlative	curlew	N	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	log ratio population change	-0.65	0.25			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	multivariate regression	#NUM!	1.38	Y	none	none	none	none	none	12	abundance	1	0	1
22	2	primary	medium	United Kingdom	England and Scotland	unenclosed	upland	moorland, upland grassland	1999	2010	correlative	curlew	N	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		productivity (nest level)	percentage of adults with young	0.28	0.53			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLM	0.278020162	0.89	Y	none	none	none	none	none	12	productivity	1	0	1
23	1	primary	poor	France	French Atlantic coast	pastoral	natural/semi-natural grassland	lowland wet grassland	2004	2004	correlative	lapwing	Y	none	none	none	none	none	none	none	applied	none	none	none	none	none	none	none		occupancy	presence/absence	NA	NA			NA	NA		Y	negative	field/plot/site	medium	frequentist	multivariate	GLMM				applied	none	none	none	none	1	occupancy	0	1	-1
23	2	primary	poor	France	French Atlantic coast	pastoral	natural/semi-natural grassland	lowland wet grassland	2004	2004	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	autumn and early spring cattle grazing	occupancy	presence/absence	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLMM				none	none	none	none	none	1	occupancy	1	0	1
23	3	primary	poor	France	French Atlantic coast	pastoral	natural/semi-natural grassland	lowland wet grassland	2004	2004	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	mid-spring cattle grazing	occupancy	presence/absence	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLMM				none	none	none	none	none	1	occupancy	1	0	1
23	4	primary	poor	France	French Atlantic coast	pastoral	natural/semi-natural grassland	lowland wet grassland	2004	2004	correlative	redshank	Y	none	none	none	none	none	none	none	applied	none	none	none	none	none	none	none		occupancy	presence/absence	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLMM				applied	none	none	none	none	1	occupancy	0	0	0
24	1	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	footdrain flood density	occupancy	presence/absence	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	occupancy	1	0	1
24	2	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	footdrain density	occupancy	presence/absence	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	occupancy	0	0	0
24	3	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	pool density	occupancy	presence/absence	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	occupancy	0	0	0
24	4	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	footdrain flood density	abundance	breeding density (pairs/ha)	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	abundance	1	0	1
24	5	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	footdrain density	abundance	breeding density (pairs/ha)	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	abundance	0	0	0
24	6	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	pool density	abundance	breeding density (pairs/ha)	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	abundance	0	0	0
24	7	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	footdrain flood density	productivity (chick level)	chick density	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	productivity	0	0	0
24	8	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	footdrain density	productivity (chick level)	chick density	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	productivity	1	0	1
24	9	primary	good	United Kingdom	Norfolk	pastoral	natural/semi-natural grassland	lowland wet grassland	2005	2006	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	pool density	productivity (chick level)	chick density	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	multivariate	GLM				none	applied	none	none	none	2	productivity	0	0	0
25	1	primary	good	United Kingdom	England	pastoral	upland	moorland, upland grassland	2000	2008	experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		productivity (nest + chick)	percentage of pairs with fledged young	19	57	proportion pairs with chicks	percentage to proportion	0.19	0.57	2	Y	positive	field/plot/site	small	frequentist	multivariate	GLM	1.081370482	2		none	none	none	none	none	9	productivity	1	0	1
25	2	primary	good	United Kingdom	England	unenclosed	upland	moorland, upland grassland	2000	2008	experimental	curlew	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		productivity (nest + chick)	percentage of pairs with fledged young	15	51	proportion pairs with chicks	percentage to proportion	0.15	0.51	2.4	Y	positive	field/plot/site	small	frequentist	multivariate	GLM	1.200741784	2.4		none	none	none	none	none	9	productivity	1	0	1
25	3	primary	good	United Kingdom	England	unenclosed	upland	moorland, upland grassland	2000	2008	experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	additive trend per year, percent change in density	-36	66		percentage to proportion	0.64	1.66	1.59	Y	positive	field/plot/site	small	frequentist	multivariate	GLM	#NUM!	2.83		none	none	none	none	none	9	abundance	1	0	1
25	4	primary	good	United Kingdom	England	unenclosed	upland	moorland, upland grassland	2000	2008	experimental	curlew	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	additive trend per year, percent change in density	-17	14		percentage to proportion	0.83	1.14	0.37	Y	positive	field/plot/site	small	frequentist	multivariate	GLM	#NUM!	1.82		none	none	none	none	none	9	abundance	1	0	1
25	5	primary	good	United Kingdom	England	unenclosed	upland	moorland, upland grassland	2000	2008	experimental	snipe	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	additive trend per year, percent change in density	3	2		percentage to proportion	1.03	1.02	-0.01	N	none	field/plot/site	small	frequentist	multivariate	GLM	-0.336472237	-0.33		none	none	none	none	none	9	abundance	0	0	0
26	1	primary	medium	Netherlands	Friesland	mixed arable/pastoral	natural/semi-natural grassland	lowland wet grassland	2009	2009	correlative	black-tailed godwit	N	none	none	none	none	none	none	none	none	none	none	none	restricted	applied	none	none		abundance	breeding density (log(number + 1)/100 ha)	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	univariate	linear regression				none	applied	none	none	none	1	abundance	1	0	1
27	1	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	1995	1997	experimental	lapwing	N	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		productivity (nest level)	nest survival	33.8	63.6	nest survival (Mayfield)	percentage to proportion	0.34	0.64	0.88	N	positive	field/plot/site	small	frequentist	univariate	t-test	0.62529901	0.88		none	none	none	none	none	3	productivity	0	0	0
27	2	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	1995	1997	experimental	lapwing	N	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		productivity (chick level)	chick survival	15.1	33.3	chick survival	percentage to proportion	0.15	0.33	1.21	N	positive	field/plot/site	small	frequentist	univariate	t-test	0.773189888	1.21		none	none	none	none	none	3	productivity	0	0	0
27	3	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	1995	1997	experimental	lapwing	N	none	none	none	none	none	none	reduced	none	none	none	none	none	none	none	none		abundance	breeding density (birds/ha)	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	multiple regression				none	none	none	none	none	3	abundance	1	0	1
28	1	primary	medium	United Kingdom	England	arable	farmland	arable	2006	2010	experimental	lapwing	Y	none	none	none	none	none	none	none	none	removed	none	none	none	none	none	fallow/set-aside		abundance	breeding density (birds/ha)	NA	NA			NA	NA		Y	positive	field/plot/site	small	frequentist	multivariate	GLMM				reduced	none	none	none	none	5	abundance	1	0	1
29	1	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	daily survival rate	0.966	0.989	nest survival (Mayfield)	calculated using 28 days incubation + 5 days laying	0.32	0.69	1.17	Y	positive	individual	large	frequentist	univariate	Z-test	0.01556715	0.02		none	none	applied	none	none	3	productivity	1	0	1
29	2	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	redshank	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	daily survival rate	0.964	0.997	nest survival (Mayfield)	calculated using 24 days incubation + 5 days laying	0.35	0.92	1.65	Y	positive	individual	medium	frequentist	univariate	Z-test	0.02229069	0.03		none	none	applied	none	none	3	productivity	1	0	1
29	3	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	survival	number of adults depredated per total number of incubating birds	0	0			NA	NA		N	none	individual	large	frequentist	univariate	Fisher's exact test	0	#DIV/0!		none	none	applied	none	none	3	survival	0	0	0
29	4	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	redshank	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	survival	number of adults depredated per total number of incubating birds	0.016129032	0.121621622			NA	NA		Y	negative	individual	medium	frequentist	univariate	Fisher's exact test	0.185974786	6.54		none	none	applied	none	none	3	survival	0	1	-1
29	5	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	expected number of chicks hatching	1.42	2.58			NA	NA		Y	positive	individual	large				0.472604411	0.82		none	none	applied	none	none	3	productivity	1	0	1
29	6	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	redshank	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	expected number of chicks hatching	1.56	3.61			NA	NA		Y	positive	individual	medium				0.690717046	1.31		none	none	applied	none	none	3	productivity	1	0	1
29	7	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	nest survival	0.399	0.739	nest survival (Mayfield)		0.399	0.739	0.85	U	positive	individual	large	frequentist	univariate		0.320776847	0.85		none	none	applied	none	none	3	productivity	0	0	0
29	8	primary	good	Sweden		pastoral	natural/semi-natural grassland		2002	2004	experimental	redshank	N	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	nest exclosures	productivity (nest level)	nest survival	0.413	0.924	nest survival (Mayfield)		0.413	0.924	1.24	U	positive	individual	medium	frequentist	univariate		0.444489211	1.24		none	none	applied	none	none	3	productivity	0	0	0
30	1	primary	good	United Kingdom	Scotland	pastoral	natural/semi-natural grassland	lowland grassland, lowland wet grassland	1996	1998	experimental	lapwing	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied	none	hedgehog exclosures and removal from fenced area	productivity (nest level)	daily survival rate	0.9634	0.9817	nest survival (Mayfield)	calculated using 28 days incubation + 5 days laying	0.29	0.54	0.86	N	positive	individual	small	frequentist	multivariate	logistic regression	0.012427582	0.02		none	none	applied	none	none	3	productivity	0	0	0
30	2	primary	good	United Kingdom	Scotland	pastoral	natural/semi-natural grassland	lowland grassland, lowland wet grassland	1996	1998	experimental	redshank	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied	none	hedgehog exclosures and removal from fenced area	productivity (nest level)	daily survival rate	0.9048	0.9502	nest survival (Mayfield)	calculated using 24 days incubation + 5 days laying	0.05	0.23	3.14	N	positive	individual	small	frequentist	multivariate	logistic regression	0.031806534	0.05		none	none	applied	none	none	3	productivity	0	0	0
30	3	primary	good	United Kingdom	Scotland	pastoral	natural/semi-natural grassland	lowland grassland, lowland wet grassland	1996	1998	experimental	snipe	Y	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied	none	hedgehog exclosures and removal from fenced area	productivity (nest level)	daily survival rate	0.9048	0.9502	nest survival (Mayfield)	calculated using 19 days incubation + 5 days laying	0.09	0.29	2.24	N	positive	individual	small	frequentist	multivariate	logistic regression	0.031806534	0.05		none	none	applied	none	none	3	productivity	0	0	0
31	1	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on already wet fields	abundance	number of breeding pairs	41	88.5	number of individuals/pairs (ratio)		41	88.5	1.16	Y	positive	field/plot/site	large	frequentist	univariate	chi square	0.762942942	1.16	Y	none	applied	none	none	basic	5	abundance	1	0	1
31	2	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on already wet fields	abundance	number of breeding pairs	37	57	number of individuals/pairs (ratio)		37	57	0.54	Y	positive	field/plot/site	large	frequentist	univariate	chi square	0.427444015	0.54	Y	none	applied	none	none	basic	5	abundance	1	0	1
31	3	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on already wet fields	abundance	number of breeding pairs	20	41	number of individuals/pairs (ratio)		20	41	1.05	Y	positive	field/plot/site	large	frequentist	univariate	chi square	0.705268541	1.05	Y	none	applied	none	none	basic	5	abundance	1	0	1
31	4	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	oystercatcher	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on already wet fields	abundance	number of breeding pairs	8	17	number of individuals/pairs (ratio)		8	17	1.13	N	positive	field/plot/site	large	frequentist	univariate	chi square	0.722134717	1.13	Y	none	applied	none	none	basic	5	abundance	0	0	0
31	5	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on dry or re-established grasslands	abundance	number of breeding pairs	11	8	number of individuals/pairs (ratio)		11	8	-0.27	N	negative	field/plot/site	large	frequentist	univariate	chi square	-0.302280872	-0.27	Y	none	applied	none	none	basic	5	abundance	0	0	0
31	6	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on dry or re-established grasslands	abundance	number of breeding pairs	13	8	number of individuals/pairs (ratio)		13	8	-0.38	N	negative	field/plot/site	large	frequentist	univariate	chi square	-0.462623522	-0.38	Y	none	applied	none	none	basic	5	abundance	0	0	0
31	7	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on dry or re-established grasslands	abundance	number of breeding pairs	12	9	number of individuals/pairs (ratio)		12	9	-0.25	N	negative	field/plot/site	large	frequentist	univariate	chi square	-0.274436846	-0.25	Y	none	applied	none	none	basic	5	abundance	0	0	0
31	8	primary	good	Denmark		pastoral	natural/semi-natural grassland, farmland		2001	2005	experimental	oystercatcher	Y	applied	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	applied on dry or re-established grasslands	abundance	number of breeding pairs	14	23	number of individuals/pairs (ratio)		14	23	0.64	N	positive	field/plot/site	large	frequentist	univariate	chi square	0.482851772	0.64	Y	none	applied	none	none	basic	5	abundance	0	0	0
32	1	primary	medium	Netherlands	Friesland	pastoral	natural/semi-natural grassland, farmland		2007	2012	semi-experimental	black-tailed godwit	N	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		productivity (nest level)	nest survival	NA	NA			NA	NA		Y	positive	individual	large	frequentist	multivariate	GLMM				reduced	applied	none	none	higher	6	productivity	1	0	1
32	2	primary	medium	Netherlands	Friesland	pastoral	natural/semi-natural grassland, farmland		2007	2012	semi-experimental	black-tailed godwit	N	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		productivity (nest level)	classical nest success	0.45	0.56	nest survival (Mayfield)	converted using correction factor of Hötker, 2010, WSGB 117(1):59-61	0.29	0.4	0.37	Y	positive	individual	large	frequentist	multivariate	GLMM	0.109562203	0.24		reduced	applied	none	none	higher	6	productivity	1	0	1
32	3	primary	medium	Netherlands	Friesland	pastoral	natural/semi-natural grassland, farmland		2007	2012	semi-experimental	black-tailed godwit	N	none	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		productivity (nest level)	classical nest success	0.45	0.21	nest survival (Mayfield)	converted using correction factor of Hötker, 2010, WSGB 117(1):59-62	0.29	0.12	-0.59	N	negative	individual	large	frequentist	multivariate	GLMM	-0.291197015	-0.53		none	none	applied	none	none	6	productivity	0	0	0
32	4	primary	medium	Netherlands	Friesland	pastoral	natural/semi-natural grassland, farmland		2007	2012	semi-experimental	black-tailed godwit	N	none	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none	large (>5 m diameter) unmown patch	productivity (nest level)	classical nest success	0.45	0.21	nest survival (Mayfield)	converted using correction factor of Hötker, 2010, WSGB 117(1):59-63	0.29	0.12	-0.59	Y	negative	individual	large	frequentist	multivariate	GLMM	-0.291197015	-0.53		none	none	applied	none	none	6	productivity	0	1	-1
33	1	primary	good	Netherlands	Friesland	pastoral	natural/semi-natural grassland, farmland		2004	2011	semi-experimental	black-tailed godwit	N	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none	small (< 5m diameter) unmown patch	productivity (chick level)	chick survival	0.06	0.14	chick survival		1	2.33	1.33	Y	positive	individual	large	model selection	multivariate	AIC	0.133531393	1.33		reduced	applied	none	none	higher	8	productivity	1	0	1
34	1	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	lapwing	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance	breeding density (number of territories/ha)	0.41	0.71	number of pairs/100ha	calculated by *100	41	71	0.73	Y	positive	field/plot/site	medium	frequentist	multivariate	GLM	0.284931039	0.73	Y	reduced	applied	none	none	higher	7	abundance	1	0	1
34	2	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	oystercatcher	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance	breeding density (number of territories/ha)	0.23	0.34	number of pairs/100ha	calculated by *100	23	34	0.48	N	positive	field/plot/site	medium	frequentist	multivariate	GLM	0.140357358	0.48	Y	reduced	applied	none	none	higher	7	abundance	0	0	0
34	3	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	black-tailed godwit	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance	breeding density (number of territories/ha)	0.23	0.46	number of pairs/100ha	calculated by *100	23	46	1	Y	positive	field/plot/site	medium	frequentist	multivariate	GLM	0.27388875	1	Y	reduced	applied	none	none	higher	7	abundance	1	0	1
34	4	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	redshank	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance	breeding density (number of territories/ha)	0.16	0.22	number of pairs/100ha	calculated by *100	16	22	0.38	N	positive	field/plot/site	medium	frequentist	multivariate	GLM	0.087011377	0.38	Y	reduced	applied	none	none	higher	7	abundance	0	0	0
34	5	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	lapwing	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance change	number of territories	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	univariate	GLM				reduced	applied	none	none	higher	7	abundance	0	0	0
34	6	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	oystercatcher	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance change	number of territories	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	univariate	GLM				reduced	applied	none	none	higher	7	abundance	0	0	0
34	7	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	black-tailed godwit	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance change	number of territories	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	univariate	GLM				reduced	applied	none	none	higher	7	abundance	0	0	0
34	8	primary	good	Netherlands	Zeeland	pastoral	natural/semi-natural grassland, farmland		1989	1995	semi-experimental	redshank	Y	applied	none	applied	none	none	reduced	none	restricted	restricted	none	none	restricted	none	none	none		abundance change	number of territories	NA	NA			NA	NA		N	none	field/plot/site	medium	frequentist	univariate	GLM				reduced	applied	none	none	higher	7	abundance	0	0	0
35	1	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	restricted	restricted	applied	none	none	none	none	organic		productivity (nest level)	daily survival rate	0.958	0.966	nest survival (Mayfield)	calculated using 28 days incubation + 5 days laying	0.24	0.32	0.32	N	positive	individual	large	frequentist	univariate	GLM	0.00547197	0.01		reduced	none	applied	none	none	2	productivity	0	0	0
35	2	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	daily survival rate	0.967	0.976	nest survival (Mayfield)	calculated using 28 days incubation + 5 days laying	0.33	0.45	0.36	N	positive	individual	large	frequentist	univariate	GLM	0.006116227	0.01		none	none	applied	none	none	2	productivity	0	0	0
35	3	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	restricted	restricted	applied	none	none	none	none	organic		productivity (nest level)	daily survival rate	NA	NA			NA	NA		Y	positive	individual	large	frequentist	univariate	GLM				reduced	none	applied	none	none	2	productivity	1	0	1
35	4	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	daily survival rate	NA	NA			NA	NA		Y	positive	individual	large	frequentist	univariate	GLM				none	none	applied	none	none	2	productivity	1	0	1
35	5	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	restricted	restricted	applied	none	none	none	none	organic		productivity (nest level)	daily survival rate	NA	NA			NA	NA		Y	negative	individual	large	frequentist	univariate	GLM				reduced	none	applied	none	none	2	productivity	0	1	-1
35	6	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	daily survival rate	NA	NA			NA	NA		N	negative	individual	large	frequentist	univariate	GLM				none	none	applied	none	none	2	productivity	0	0	0
35	7	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	restricted	restricted	applied	none	none	none	none	organic		productivity (nest level)	daily survival rate	NA	NA			NA	NA		Y	negative	individual	large	frequentist	univariate	GLM				reduced	none	applied	none	none	2	productivity	0	1	-1
35	8	primary	medium	Netherlands		arable	farmland	arable	2005	2006	experimental	lapwing	N	none	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		productivity (nest level)	daily survival rate	NA	NA			NA	NA		N	negative	individual	large	frequentist	univariate	GLM				none	none	applied	none	none	2	productivity	0	0	0
37	1	primary	good	Denmark	Danish Wadden Sea	mixed pastoral/unenclosed	natural/semi-natural grassland, farmland	lowland wet grassland, saltmarsh	2006	2008	semi-experimental	black-tailed godwit	N	none	none	none	none	none	none	none	removed	none	none	none	none	none	none	none		abundance	breeding density (number of birds/field)	NA	NA			NA	NA		Y	positive	field/plot/site	medium	frequentist	multivariate	GLM				reduced	none	none	none	none	3	abundance	1	0	1
